,text,created_at
861,"RT @pair_glasses: 終身雇用制の下で賃金は「後払い方式」だったと言えるでしょう。
先日の「45歳定年制」の真の狙いは、この「後払い分」を資本家が踏み倒すことです。",2021-09-18 21:39:24+00:00
862,RT @raM0njmDXtWHMV7: 白眉の特定准教授の方が任期終えてポスドクになるのかぁ……,2021-09-18 21:37:58+00:00
863,原理主義者の我が家は見ていて文句しか垂れないので、見るのをやめた（ごめんなさい）,2021-09-18 21:29:32+00:00
864,"@odashi_t 大津屋一択である（Amazon・楽天にもショップがある）
https://t.co/oa2n9Ih9ga",2021-09-18 21:22:37+00:00
865,"ビリヤニも、本来は「層状にカレーとバスマティを敷き詰めた上でダッチオーブン方式で上下から熱して炊き上げる」ものだと思う
https://t.co/dtZm03ucM0",2021-09-18 21:20:09+00:00
866,だが気付いてしまった。我が家は「インドカレー原理主義者」であると,2021-09-18 21:13:12+00:00
867,とは言え、つゆだくキーマというインドには存在しない日本（大阪）発のカレーはなかなか良いと思った（インドのキーマはコッテリかサッパリしかないため）,2021-09-18 21:10:09+00:00
868,文句を言ってから、自宅でカレーリーフを育ててタールにケララ式チキンカレーを盛っている人間が青筋立てて怒るのは間違ってるなと認識を改めた https://t.co/91YNJLIlMN,2021-09-18 21:08:14+00:00
869,NHK-BSPで「魅惑のカレー大全」をやってるんだけど、ビリヤニを「カレーの新潮流」と言うのはインド・パキスタン本国に失礼だと思う。日本でもシターラやエリックサウスなどビリヤニを常設メニューで出しているところは少なくないわけで,2021-09-18 21:04:46+00:00
870,何となく実験してみた。xとyはそれぞれ異なるシードに基づく正規分布（平均0・標準偏差1）から発生させたサンプルサイズ10000の乱数。Cherry-pickingはxの上位100サンプル、yの下位100サンプルを選んできたもの。R… https://t.co/OCTJs7UoNA,2021-09-18 18:45:34+00:00
871,どこかで見たような顔だな、コロナ対応した結果か https://t.co/WnPOur6NKo,2021-09-18 16:51:43+00:00
872,"おや、選考委員にEmma-sanがおられるじゃないですか
https://t.co/7JRBCJYNKu",2021-09-18 16:28:09+00:00
873,確かに、テニススクールの正社員コーチの給料よりはwebエンジニアの給料の方が良いケースもあるとは思うんだが、どうなんだろうか。。。と思ったら前にスクールにいた契約コーチで「平日は都内のSIerに勤めていて週末はテニスコーチ」って人もいたなと思い出した,2021-09-18 15:23:14+00:00
874,「公務員 / 警察官 / 医者 / 総合商社etc.を辞めてwebエンジニアに転身」というのが流行る中、ついに「テニススクールのコーチを辞めてwebエンジニアに転身」というケースが爆誕したことを伝え聞いて（しかも割と個人的に親しか… https://t.co/rrBZChTYN1,2021-09-18 15:17:23+00:00
875,@helmetti 僕も全く同じやり取りを時々しています笑,2021-09-18 10:05:19+00:00
876,@helmetti 今後ともよろしくお願いいたしますー。,2021-09-18 09:51:34+00:00
877,@peko409 それはヤバいですね。。。,2021-09-18 00:38:10+00:00
878,都のコロナ4指標（正規化＆季節調整済み）プロット、3指標は順調に減少しているが、ついに第五波の死亡者数（累積値の差分なので死亡日別の分布とは無関係）が第三波のピークを上回った。重症者数の減少は「回復or死亡」を意味するので、死亡者… https://t.co/EVu3OIKbZV,2021-09-18 00:35:28+00:00
879,@na_mroon5 まぁ過去ツイ見てて知ってた上で突っ込んでますが,2021-09-18 00:28:15+00:00
880,それだけ産学の間で人材の往来が増えたということで、本質的には望ましいことなんじゃないかと思うんですよね。現状では「往」ばっかりで「来」が少ないのかもしれませんが（とは言え弊社を辞めて大学の先生になった人もいるのでゼロではないと思う） https://t.co/hj9pLTL51V,2021-09-18 00:27:44+00:00
881,RT @yoshi_and_aki: 有力研究者の海外異動より、さきがけ研究者の脱アカ民間転職が私にとってはここ５年くらいで１番の衝撃でした。「うあ、ここまで来たな」と喉元にナイフ突きつけられたように背筋凍ったの覚えてます。,2021-09-18 00:24:08+00:00
882,@na_mroon5 箱入りお嬢様だったんですね,2021-09-18 00:21:35+00:00
883,@insou 僕の周囲は官僚と法曹と商社マンと起業家が多いですね。,2021-09-18 00:20:53+00:00
884,@insou これまでのところ閣僚はいますが総理総裁はいないみたいですね。,2021-09-18 00:17:27+00:00
885,今夜のガイアの夜明け、見ていてキツいが世の中こんなもんだよなぁと思ってしまう世間擦れした自分がゐた,2021-09-17 22:49:25+00:00
886,RT @47news: 長時間労働は75万人の死に影響　国連機関、重大な危険と指摘 https://t.co/rL5OMwV3bk,2021-09-17 21:57:25+00:00
887,RT @Blanketkuma: 【長崎】「天正遣欧少年使節」千々石ミゲルとみられる人骨発見（長崎文化放送） https://t.co/IZhDNopNGo,2021-09-17 21:57:17+00:00
888,シャンパーニュ・グラン・クリュ、ヴェルジーの一本。コクがあると同時に酸味もしっかりとしたなかなかの味わい https://t.co/BfiSrXYdX0,2021-09-17 21:56:26+00:00
889,RT @ampc20170401: ミルクレープ、フランス生まれじゃなかったんか… https://t.co/nL5Be4Oes7,2021-09-17 21:47:43+00:00
890,"RT @NicholasRennick: この「医師が詐欺クリニックに潜入」のシリーズ、とても興味深かった。個人的に印象的だったのは、ヤバ医者の頻繁な「海外では（デマ情報）が常識」のような発言。

🇺🇸と🇯🇵の医師国家試験を勉強していた時、結局医療の基本はどこも同じだと感じまし…",2021-09-17 21:47:04+00:00
891,東京都の医療リソースの残り容量に関する各指標は画像の通り。結果的に都の東京ルール適用件数は減少トレンドに入った模様で、このまま重症者数の再増加がないことを祈りたい。全国レベルでは総現在患者数は減っているが状況に変化はなし https://t.co/IHgmJcphAZ,2021-09-17 18:43:13+00:00
892,2020年11月1日以降の年代別推移 https://t.co/pJMKDY9xVI,2021-09-17 18:43:12+00:00
893,"本日の東京都の報告数は782名、二階差分トレンドの直近3日間の推定値は729, 630, 541、7日周期成分の推定値は211, -149, -964, -113, 303, 418, 294、直近3日間の「加速度」は-105,… https://t.co/UgYLFolQzR",2021-09-17 18:43:11+00:00
894,@Cur4E7Iox5S0mOR 良い紹介である、貴殿も8000万円稼ぎたまえ,2021-09-17 15:27:23+00:00
895,勿論「3割以下の力さえ出していれば稼げる」からと言ってずっと3割以下で力を抜いていれば良いという話ではなく、キャリアアップがかかる場面では瞬間的に10割とか12割とかの力をかけるべきではある。ただ、それ以外の場面では楽をして力を蓄え続けられるということに意味があるのだと思う,2021-09-17 15:21:22+00:00
896,「好きなことで稼ぐのは難しいが得意なことで稼ぐのは簡単」はまさにこれで、理想を言えば「3割以下の力さえ出していれば稼げる」と楽にキャリアを伸ばせると思う。6割で済むなら普通。8割かかるとキツい。10割かかると極めてしんどい。10割… https://t.co/NdsUAvhTPw,2021-09-17 15:13:44+00:00
897,RT @bic_icr_kyoto: 学生時代の先生は「最初から全力を出してはいけませんよ。普段は6割程度の力でやっておくんです。」とか最適化由来と思われる人生エッセンスをしばしば語っておられましたよ...,2021-09-17 15:09:59+00:00
898,RT @oinori1197: 「人生の最適化がうまくいかない話」は誰でもできるあまり情報がない話なので，最適化マンの「人生の最適化がドチャクソうまくいった話」をして欲しい,2021-09-17 15:09:57+00:00
899,RT @S_kisaragi: 結局、親ガチャを無効化するには、「中卒高卒の一次産業でも月60万もらえた時代」の復刻しかないんですよな。で、みんなは（特に公務員は）それが嫌なわけですよ。,2021-09-17 14:40:13+00:00
900,RT @gudetama_sanrio: ニセたまさんさすがだわ〜 https://t.co/OuFrRCo907,2021-09-17 12:53:52+00:00
901,"RT @Nospare_Inc: 統計学・データサイエンスの勉強方法の紹介です！ （8月31日に開催したセミナーの一部をまとめた記事になります。）
https://t.co/NuUrtKOroe",2021-09-17 12:25:04+00:00
902,RT @grahamian2317: アナリストがスタートアップの早めの時期に関わったほうがいいってのは完全に賛成なんだけどアナリストが居た方がいいタイミングとフルタイムで入社して仕事があるタイミングってズレがあるよね,2021-09-17 12:24:57+00:00
903,"RT @Science_Release: 「エボラ出血熱」の原因となるエボラウイルスが、5年間も体内に存在し、症状を引き起こす可能性がある事が分かったよ。この研究が伝えたい事をリプで解説するね。

Alpha Kabinet Keita, et al. ""Resurgence…",2021-09-17 10:09:10+00:00
904,RT @Pusheen: Tag your bestie and tell us what YOUR ⁠friendship type is! 💕 @hellokitty  #HelloKittyXPusheen https://t.co/IKa57Xl9yZ https://…,2021-09-17 09:32:42+00:00
905,RT @busujiujitsu: たとえ困難に見える事でも、たいていはこれより簡単である https://t.co/CzCrmFxqni,2021-09-17 00:47:33+00:00
906,昨日頒布会のレコルタン・マニピュランが2本来て、今日別の頒布会のヴィンテージものが1本来て、さらに明日ANAのマイルの失効分で買ったグラン・クリュものが3本来るので、明日には家にシャンパーニュが無駄に6本も揃うことになる。スケジュールを完全に忘れてて保管場所が足りないでござる,2021-09-17 00:41:52+00:00
907,究極のリモートワーク https://t.co/3fhtuEAW5I,2021-09-17 00:11:56+00:00
908,RT @CochraneJapan: 酸素投与を要するCOVID-19入院患者に対して、標準治療に加えレムデシビルを使用することの効果を見たRCTが発表されました。標準治療単独と比較し、レムデシビルを追加することは、15 日目および29 日目の臨床症状、死亡率、SARS-CoV…,2021-09-16 23:42:28+00:00
909,"RT @AS17958926: 地下鉄サリン事件の際に現場で対応に当たった当時自衛隊医官のFacebook投稿記事。これは鳥肌モノ。

https://t.co/a0HU1HmhQJ https://t.co/GaoFr0slWs",2021-09-16 23:31:40+00:00
910,"本日発表の東京都の死亡報と、死亡日別でみた死亡者数推移
https://t.co/WfjyUCOrB9
https://t.co/6KA06OgKpN https://t.co/tpuH6VBumC",2021-09-16 23:04:44+00:00
911,東京都のコロナ4指標（正規化＆季節調整済み）プロット、死亡者数がピークアウトしたかと思ったら本日発表分が多くてピークアウトしていなかった。まだ増えるかも（※このデータソースだと死亡者数は累積値の差分になるので死亡日別に並ばない点に… https://t.co/Fagy1OuGB5,2021-09-16 23:01:18+00:00
912,RT @atamotonu: https://t.co/WKKFfDScTX,2021-09-16 22:58:00+00:00
913,@Cur4E7Iox5S0mOR 2008年当時はまだ中国がそこまで科学分野で超強くはなかったからなぁ（決して弱くはなかったが）,2021-09-16 21:16:53+00:00
914,まぁ、そんなことを言ったら自分もポスドクをクビになった後データサイエンティストに転じて、今は営業系の大部門にいるので、似たような立場にあるわけだが,2021-09-16 21:16:03+00:00
915,そう言えば、まだ自分がポスドクだった頃に報道で見かけた「NatureやScienceに論文も載せるようなバイオ系のポスドクだったが任期切れになっても職が見つからず家族の生活のために派遣営業になった」人、今も元気にやっているんだろう… https://t.co/ZQ04ae3BLl,2021-09-16 21:12:29+00:00
916,"「生きて日々の糧を得るために35歳の時点で無理矢理自分の価値観をそれまでのものから全く別のものに置き換えざるを得なかった」経験から言えば、価値観を自分の意思で改めたり改めなかったり出来る人は幸せだと思う
https://t.co/UUe6VPJtPr",2021-09-16 21:03:49+00:00
917,RT @desean97: 人間、40になったら、それまでの価値観を改めるのは不可能だよな。それやると、それまでの自分の人生を否定することになってしまうし。,2021-09-16 20:58:53+00:00
918,今夜はケララ式チキンカレー。ココナッツミルクが今開けてある袋の最後の何杯か分しか残っていなかったので全部突っ込んだら、いつもよりたっぷり入ったらしくリッチな味わいに仕上がった https://t.co/TJt3BSzEfb,2021-09-16 20:36:55+00:00
919,RT @osaka_seventeen: どうやら「早期退職して悠々自適の人生を送ろう！　死ぬ気で倹約して4000万貯めて、それを年利4%で運用し、残りの人生を年160万で細々生きよう！」みたいなメソッドを勧めている人がいるらしいが、その人生は楽しいのか……？,2021-09-16 20:05:27+00:00
920,東京都の医療リソースの残り容量に関する各指標は画像の通り。都の東京ルール適用件数が下がり切らないのが懸念材料 https://t.co/28kxYRSTcT,2021-09-16 17:48:32+00:00
921,2020年11月1日以降の年代別推移 https://t.co/CAiCKcUugd,2021-09-16 17:48:31+00:00
922,"本日の東京都の報告数は831名、二階差分トレンドの直近3日間の推定値は835, 734, 640、7日周期成分の推定値は264, 56.5, -56.3, -953, -36.6, 277, 421、直近3日間の「加速度」は-10… https://t.co/UWpR78Vtyz",2021-09-16 17:48:30+00:00
923,マネージャー以上になると「どれほど自分自身で何かをやっても一切業績査定にカウントされなくなる」会社とかありますね https://t.co/CDn5N7PxQc,2021-09-16 16:15:45+00:00
924,RT @dankogai: 上司の最大の敵、それは部下に任せず自分で片付けてしまう誘惑,2021-09-16 16:14:57+00:00
925,イスラエルで調査された、ワクチンの3回目ブースター接種の効果に関する研究の速報がNEJMに出ていたらしい。2回接種に対して感染防御効果（PCR検査で確定）は11倍、重症化防止効果は20倍、全てデルタ株主流化以降の結果とのこと。多く… https://t.co/IOpPFbXz9r,2021-09-16 13:48:20+00:00
926,"RT @usagyuuunP: ちょっと ひと休みしない〜??????
プリンたべよ!!!!!!!!!!!!!!!!🍮🍮🍮🍮🍮

#うさぎゅーん #プリン https://t.co/6P81iMBLqG",2021-09-16 13:40:24+00:00
927,RT @keiji_ariyama: 内製化したいけどエンジニアが見つからない。来てくれない。って相談を受けたときに「提示する額が少ないんじゃないですか？」と、参考までにぼくの単価を伝えると「若い人ならもっと安い単価でも来てくれると思うんですよ」って言われることがあるんだけど、…,2021-09-16 10:36:44+00:00
928,RT @hitoshinagai1: 政治家の中には政策に興味のない「政局の人」がいるというのは興味深い。政治家なのに政策に興味がないとは不思議なことだとも思うが、しかしそれに似たことは政治以外の世界でもよくありはする。人生においてさえ不思議なことに政策にまったく興味のない「政…,2021-09-16 10:30:44+00:00
929,RT @Hiro_dayoon: 科学に真摯に向き合った結果、行き着いた答えなのだろう https://t.co/uVue5HW72R,2021-09-16 10:27:36+00:00
930,RT @ryorinovels: ふと思いだしたんだけど、「日本の神様、横の移動はめっちゃ気にするんで数メートル動かすのにも丁重な儀式が必要だが、縦移動は全然気にしない。ので、移転の難しい都市部などでは時々ビルの屋上に社があったりする」って話をどこかで聞いたことがある。,2021-09-16 10:25:43+00:00
931,RT @kzys: ブログを書きました。我々中年プログラマ諸氏はPerl書けるけど封印しているじゃないですか。シェルスクリプトもそろそろ封印したら良いのではという話です。インターンの人に「この比較のところ、空白が入ると壊れるからクオートして...」とかコードレビューでやりたくな…,2021-09-16 10:23:01+00:00
932,@kan_yukiko 投げ技忘れてました笑,2021-09-15 22:49:42+00:00
933,@kan_yukiko パンチも蹴りも寝技も関節技も全部必須みたいなイメージですね。,2021-09-15 22:47:35+00:00
934,@tmaehara うちは非定常時系列なのでベイズという感じですね。,2021-09-15 22:44:33+00:00
935,@peko409 僕とどっこいですね。,2021-09-15 22:42:29+00:00
936,執筆の図表のためにggplot2を走らせては毎回失敗して白目剥いて鼻血吹くを繰り返してゐる,2021-09-15 22:41:50+00:00
937,RT @ReutersJapan: メットガラは、メトロポリタン美術館が資金調達のために、毎年開いている招待制のイベント。 https://t.co/PwIismjdna,2021-09-15 22:09:17+00:00
938,@Cur4E7Iox5S0mOR 俺よりフォロワー多かったっけ,2021-09-15 22:00:04+00:00
939,東京都の医療リソースの残り容量に関する各指標は画像の通り。都の東京ルール適用件数が微妙に下げ止まっているので、今後重症者数は足踏みする可能性がある。全国レベルでは真っ黒なのが13都府県まで減ってきた https://t.co/Gg54muxTHM,2021-09-15 17:09:46+00:00
940,2020年11月1日以降の年代別推移 https://t.co/EvCimYKZKg,2021-09-15 17:09:45+00:00
941,"本日の東京都の報告数は1052名、二階差分トレンドの直近3日間の推定値は1020, 940, 874、7日周期成分の推定値は513, 259, 201, -165, -986, -119, 244、直近3日間の「加速度」は-87.… https://t.co/9m2GYq2d5k",2021-09-15 17:09:44+00:00
942,RT @gudetama_sanrio: 気圧もアレだしやる気な〜い https://t.co/aTJcXiXOnm,2021-09-15 16:05:31+00:00
943,2012年にまとめられたという、10億「回」「時間」「km」あたりの各交通手段における死亡者数の統計。これを見ると例えばオートバイが一番危険だとか、飛行機は距離毎だと超安全だが回数毎だとそうでもないと分かる。純粋に「リスクの度合い… https://t.co/JzQFNoiakh,2021-09-15 13:43:41+00:00
944,@ZukashiT 僕が最後に見た時は1.9でしたからw,2021-09-15 13:36:08+00:00
945,"最近のImbensの総説を読むと、結局p値そのものが悪いのではなくてp値を悪用したりp値に振り回される人間が悪いという感想がある
https://t.co/QgU0eDV4tA",2021-09-15 13:35:38+00:00
946,@ZukashiT ところで、インチキファクターではなくイキリファクターでは？,2021-09-15 13:30:26+00:00
947,@ZukashiT 意外と下がってないですね（これも失礼,2021-09-15 13:30:10+00:00
948,@ZukashiT おー、懐かしいですね。あのジャーナルまだあったとは（ひどい,2021-09-15 13:28:06+00:00
949,@ZukashiT ずかしさんが良く言及されているので、数も知りたいです！,2021-09-15 13:26:04+00:00
950,@ZukashiT ずかしさんと言えばエッチでは？？？,2021-09-15 13:24:44+00:00
951,@Cur4E7Iox5S0mOR 俺はオフィス行きたいぞよ,2021-09-15 13:05:29+00:00
952,"尾身先生の現状の見立てでは、新型コロナがインフルエンザ並みになり社会の不安がなくなるまで「2-3年」とのこと。以前のScience掲載の数理シミュレーション論文の「5-10年」よりは短いが、それでもまだまだ長い戦いになりそうだ
https://t.co/mWUlAWowR0",2021-09-15 12:53:02+00:00
953,"RT @5ebec: 世界で最も長い英単語である メリー・ポピンズの""Supercalifragilisticexpialidocious"" をもじって、""SupercolorpixelisticXDRidocious""にしたの上手すぎて鳥肌立った
しかし日本語訳、担当した人が…",2021-09-15 10:54:52+00:00
954,東京都のコロナ4指標（正規化＆季節調整済み）、ようやく死亡者数もピークアウトした模様。これで4指標全てが減少トレンドに転じたことになる。なお第三波に比べると第五波では死亡者数は少なく済んだが、重症者数は大きく増え医療リソース逼迫の… https://t.co/T33O35y4Nn,2021-09-15 01:35:19+00:00
955,"RT @YT_HARUKA: 「凄い！俺は異世界に転生したんだ！見ろよ！街中に野生の獣がウロウロしてるぞ！」
「ここ奈良では？」
「南の方には広大な密林地帯があるらしいぞ！」
「ここ奈良では？」
「太古の王族が集めた宝物を管理する蔵があるらしいぞ！」
「ここ奈良では？」
「サン…",2021-09-14 23:18:00+00:00
956,RT @kanisan_club: 連行されとる😂 https://t.co/d0Vxzz1hp1,2021-09-14 23:16:28+00:00
957,恒例の火曜夜テニス、日曜の実業団リーグのダメージが残っていたのか精彩を欠いた。ひとマス戻る,2021-09-14 22:37:04+00:00
958,RT @atamotonu: https://t.co/JIjLyKKtgD,2021-09-14 22:22:42+00:00
959,RT @kanahei_: 🚌 https://t.co/IOCvg1Lykc,2021-09-14 19:41:14+00:00
960,"RT @MHLWitter: 若者の #新型コロナワクチン 接種について、医師の山田悠史先生がコラムを執筆しています。 

重症者や死者の報告は少ない若者で、ワクチンのリスクと感染症のリスクを比べて、接種を受ける意義について解説しています。
https://t.co/gxJ7M…",2021-09-14 18:44:48+00:00
961,"RT @fukuhira0210: もう時効かな・・・

某マンション設計時に、大詰めで基礎工事も先行して開始。

「地下鉄が見つかりました」

地質調査以前に地図を見ろ！！
※もちろん工事中止

#クソ現場祭り2021",2021-09-14 17:50:41+00:00
962,この減少トレンドの鈍化ペースを見ていると、10月1日時点で到達し得るラインは結構高止まりするんじゃないかという気がする。当初は日次300名ぐらいを見込んでいたが、弊社の予測ダッシュボードを見ても300名台後半（というかほぼ400名… https://t.co/AlQHJ7gB4F,2021-09-14 17:09:29+00:00
963,東京都の医療リソースの残り容量に関する各指標は画像の通り。全国レベルでは真っ黒なのが14都府県 https://t.co/3OgxQnbwbl,2021-09-14 17:05:19+00:00
964,2020年11月1日以降の年代別推移 https://t.co/Fju1c2QOAC,2021-09-14 17:05:18+00:00
965,"本日の東京都の報告数は1004名、二階差分トレンドの直近3日間の推定値は1210, 1130, 1080、7日周期成分の推定値は304, 523, 272, 70.6, -136, -975, -47.8、直近3日間の「加速度」は… https://t.co/Mw7SjslXu5",2021-09-14 17:05:17+00:00
966,@odashi_t どんどん簡単になっていく,2021-09-14 15:31:32+00:00
967,RT @kotonoha_yakata: 「考察は感想じゃないよ」と言っているのに感想を書いてくるというのは、たぶん本当に「書くこと」の指導が体系的になされていないことの証左だと思っています。それと同時に、「感想を書かせすぎている」ことの弊害を感じます。あとは、要約で「筆者は」…,2021-09-14 14:25:28+00:00
968,@dd_am11 @gomessdegomess 理研時代にテニス部で一緒だったおじさんが官費留学でコロンビア大に行ってた頃（当時既におじさんだった人の若い頃なので多分80-90年代）は、あの辺のバス停で待ってた留学仲間が近くの家… https://t.co/gYOTpa19hV,2021-09-14 14:19:53+00:00
969,RT @CAPYBARA_MAN: mamabara on the school run https://t.co/mBtuxI8pek,2021-09-14 11:53:58+00:00
970,"半世紀にわたるエボラ出血熱との人類の戦いにようやくピリオドを打てる日が来そうだ、というお話。期待して待ちたい
https://t.co/kUhpvV93CD",2021-09-14 10:32:18+00:00
971,RT @ReutersJapan: 米Ｊ＆Ｊ、エボラワクチン治験で大人と子供の抗体反応を確認 https://t.co/7xoaTR6zlZ,2021-09-14 10:30:23+00:00
972,RT @47news: 和歌山のパンダ永明、29歳に　27年で子16頭 https://t.co/MPWkmn5Dyi,2021-09-14 10:28:16+00:00
973,RT @ReutersJapan: 焦点：米ＩＴ大手、ＡＩ新技術の活用にブレーキ　倫理的問題に直面 https://t.co/Zy0NhceHXW,2021-09-14 09:50:04+00:00
974,RT @gudetama_sanrio: 遠くからでも聞こえる心からの叫び https://t.co/ayPwk5w9CY,2021-09-14 09:49:52+00:00
975,東京都の重症者数が「本当に減っているか否か」議論があるらしいのだけど、ECMO使用数は横這いながら人工呼吸器（ECMO含む）使用数は減ってきているようなので、基本的には本当に減っているとみて良いと思われる https://t.co/KlWFMlbNse,2021-09-14 01:31:03+00:00
976,まぁ、世の中には不可能なキャリアというのは存在する（例えば日本生まれの日本人がアメリカ大統領になるのは現行のアメリカ憲法下では不可能）ので必ずしも前者が全てマウンティングだとは思わないが、キャリア論を語っているのにあえて「貴方たちには無理」みたいなことを言う必要は普通ない気がする,2021-09-14 00:59:34+00:00
977,前者が「自身の仲間を増やしたくない（自身の希少価値を下げたり自身に中身がないと見破られる同業者が増えるのは好まない）」一方で、後者が「自身の仲間を増やしたい」という意図があると思えば当たり前のことかもしれないが,2021-09-14 00:57:14+00:00
978,山ほど流れてくるキャリア論ツイートたちを見ていると、自身のキャリアを引き合いに出す点は共通していても「他の人には出来ない・無理」というツイートは品のないマウンティングが目的で、一方で「他の人にも出来る」というツイートは（たとえどれほど難易度が高くても）激励が目的なんだなとよく思う,2021-09-14 00:55:46+00:00
979,RT @masanork: 450年とか1200年とか出てくる悠久の時間がおかしい / “「敵味方を分けず」　延暦寺焼き討ちから４５０年、初めて信長と光秀の子孫を法要に招待” https://t.co/kXkdNebxph,2021-09-14 00:36:13+00:00
980,@NLPAE きっと上がりますよ！,2021-09-13 22:32:26+00:00
981,RT @atamotonu: https://t.co/u23hCbPquc,2021-09-13 21:43:39+00:00
982,"RT @golden_sugi: 猫危機一髪
https://t.co/aDIIj1Fb8k",2021-09-13 21:41:52+00:00
983,@Keni_Orange これ難しいですよね、課税対象額としてはvestされた時点で算入されてしまいますので（僕はautosaleでvestされた瞬間に売っているのでそもそもほぼ収入と同義ですが）。,2021-09-13 21:39:58+00:00
984,@NekoAntarctica 既婚者が何を言ってゐるのか,2021-09-13 21:28:22+00:00
985,@NLPAE うちはむしろ去年の方がイレギュラーな動きだった気がします（promoteさせてもらえましたが）,2021-09-13 21:20:30+00:00
986,RT @itoseek: 踏切内で車椅子が立ち往生されたので駆け寄ったが押しても引いても動かず1㎝も持ち上げられず。その瞬間四方からリーマンが傘や鞄を小脇に挟みつつ現れ4隅を持ち上げ向こう側へ渡すとまた四方へ散った。有難う名も知らぬ4人のリーマンよ。なんかの善なるパワーが働いて…,2021-09-13 21:16:09+00:00
987,@tmaehara 流石にほぼ辞書なので全部は読んだことないですね。。。,2021-09-13 21:15:12+00:00
988,@tmaehara 神経科学にもKandelという極め付けの鈍器がありましたね,2021-09-13 20:42:59+00:00
989,2回接種が日本の全人口の50%を超えた模様。そしてまだまだ伸びそう https://t.co/UrxogA01Lw,2021-09-13 18:20:26+00:00
990,@NLPAE 御社はもうこの時期にcompensation更改するんですか？,2021-09-13 18:14:48+00:00
991,@hajime1234 3桁まで下がってきたので、そろそろ鈍化って感じですね,2021-09-13 17:24:58+00:00
992,これまで「AIとはAutomated Instruments（単に自動化されただけのもの）である」というのを鉄板ネタにしてきたが、あまりにもここ最近AIというキーワードが蔓延り過ぎてどんどん価値が暴落してきたせいで、いよいよAny… https://t.co/DVBGO8nb9E,2021-09-13 17:21:58+00:00
993,東京都の医療リソースの残り容量に関する各指標は画像の通り。全国レベルでは真っ黒なのは15都府県に https://t.co/LsAF0rWiv3,2021-09-13 17:16:06+00:00
994,2020年11月1日以降の年代別推移 https://t.co/KolZoPyCA0,2021-09-13 17:16:05+00:00
995,"本日の東京都の報告数は611名、二階差分トレンドの直近3日間の推定値は1250, 1150, 1050、7日周期成分の推定値は2.87, 43.4, 520, 44.2, 0.627, -31.1, -952、直近3日間の「加速度… https://t.co/egGS9aNAPZ",2021-09-13 17:16:04+00:00
996,@garyu @sawawww @technodoor その意味では、異業種間移動を妨げない制度設計であれば何でも良い気がしますね（そして現状は「業界ごとの慣行」を除くとそこまで障壁は多くないような）,2021-09-13 15:36:26+00:00
997,"RT @usagyuuunP: 宇宙って!!!
ひろぉぉぉぉぉぉぉぉぉぉぉぉぉぉぉぉおおおおおおおおおぉおおおおおい!!!!!!!!!!!!!!!!

#うさぎゅーん #宇宙の日 https://t.co/9wNNXokhoh",2021-09-13 15:21:50+00:00
998,@garyu @sawawww @technodoor その意味で言うと、多分現実的には「業界ごとに状況が異なる」のが最適解なのかなと思っています（現在でも例えばホテルや飲食の業界は終身雇用ではないようです）。しかし、これだと業界… https://t.co/sNHsT5ws09,2021-09-13 15:21:24+00:00
999,"@sawawww @garyu @technodoor この辺ご参考になるかと思います。大正末期〜昭和初期に職工を必要とする業界で導入された終身雇用慣行は、まさに「熟練工の引き留め策」だったようです。
https://t.co/as5IDN0ExG",2021-09-13 15:05:11+00:00
1000,@ZukashiT これ仰る通りでauthorship systemが歪んでいるだけですよね。,2021-09-13 11:01:13+00:00
1001,"「そもそも機械学習を予測ではなく『説明（解釈）』メインで使うのも一手」「予測アウトプットも実用に耐えるところだけ使う」という話を週末に書きました
https://t.co/kCAPFsd0Dx",2021-09-13 11:00:13+00:00
1002,@Cur4E7Iox5S0mOR またお袋のセリフのコピーかよ,2021-09-13 10:51:25+00:00
1003,@yokkuns 成城石井で必ず売ってるので手に入りやすいんですよねw,2021-09-13 10:24:03+00:00
1004,やっぱりインターネットの悪い人だった,2021-09-13 10:22:52+00:00
1005,ドロップアウトした氷河期世代だが、俺は（新卒）就職を諦めた、ネット（企業）で稼いでゐる https://t.co/EsXhhn3srU,2021-09-13 10:22:29+00:00
1006,RT @stdaux: インターネットの悪い人を調査しているとドロップアウトした氷河期世代にぶつかることもそれなりにあり、擁護や同情はしないが、理解はする。俺は就職を諦めた、ネットで稼ぐってやつ、あの頃いたよな,2021-09-13 10:21:37+00:00
1007,"RT @hardmaru: I discussed this work in the last 10min of an invited talk @ALifeConf

The process of shuffling obsevations is another type o…",2021-09-13 10:20:49+00:00
1008,"RT @hardmaru: The Sensory Neuron as a Transformer: Permutation-Invariant Neural Networks for Reinforcement Learning

We explore RL agents t…",2021-09-13 10:20:32+00:00
1009,RT @Hiroshi99857672: 以前米国人の同級生が、「近年の米国は人々が学校や仕事のストレスで潰れていき自殺率はうなぎ上りで、出世に響くから休暇も簡単には取れず休暇中も仕事で、シニア世代と若者の断絶が進み、経済は豊かになっても心は貧しくなる一方だ」等と嘆いていて、ど…,2021-09-13 10:17:05+00:00
1010,RT @CAPYBARA_MAN: a table for 7 please https://t.co/69neRYXRTx,2021-09-13 10:05:10+00:00
1011,RT @gudetama_sanrio: なにはともあれまずはしっかりと寝ます https://t.co/Ov6hDDA83G,2021-09-13 09:37:59+00:00
